date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:10	302336/302336	U-----	200	untouched ('')	image/jpeg	etag:%22371153ea9a75269d908bd6b0043961c9%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/bg.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/bg.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:10	5306/5306	U-----	200	untouched ('')	image/png	etag:%22982f22ac082a96752172c741e14b3cfc%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/logo.png	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/logo.png	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:10	48714/48714	U-----	200	untouched ('')	image/jpeg	etag:%227f0ff0c6fe3823fbf5d31c612449678b%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/defalut-home.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/defalut-home.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:10	146585/146585	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:03%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/index-2.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/index-2.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:10	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2012%20Sep%202019%2008:28:10%20GMT	https://demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.eot	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.49.delayed	(from https://demo.hasthemes.com/boighor-preview/p2/css/bootstrap.min.css)
15:28:11	154968/154968	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:03%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/index-box.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/index-box.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:11	41477/41477	U-----	200	untouched ('')	image/jpeg	etag:%22de3c7524f4918c20f4ef588b906595c0%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/home-two.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/home-two.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:11	48968/48968	U-----	200	untouched ('')	image/jpeg	etag:%2289709ae093a1486ddc6f5380f9356bdc%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/home-box.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/home-box.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:11	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2012%20Sep%202019%2008:28:11%20GMT	https://demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.eot?	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.hasthemes.com/boighor-preview/p2/css/bootstrap.min.css)
15:28:11	62811/62811	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:05%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/shop-grid.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/shop-grid.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:11	72835/72835	U-----	200	untouched ('')	image/jpeg	etag:%22c2f7c5eba2fd8fe72a06fc1079f826a7%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-gird.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-gird.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:12	62802/62802	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:06%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/shop-left-sidebar.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/shop-left-sidebar.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:12	68011/68011	U-----	200	untouched ('')	image/jpeg	etag:%225c41df673eff0536e43d63fbd2a6449a%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-left-sidebar.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-left-sidebar.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:12	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2012%20Sep%202019%2008:28:12%20GMT	https://demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.woff2	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.woff2	(from https://demo.hasthemes.com/boighor-preview/p2/css/bootstrap.min.css)
15:28:12	62760/62760	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:07%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/shop-right-sidebar.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/shop-right-sidebar.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:12	65987/65987	U-----	200	untouched ('')	image/jpeg	etag:%22a22c787b6408177d01a453b61c519c2d%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-right-sidebar.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-right-sidebar.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:12	59236/59236	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:07%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/shop-no-sidebar.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/shop-no-sidebar.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:13	71408/71408	U-----	200	untouched ('')	image/jpeg	etag:%22ef4d57f0fef42b9d30f4b2fd37714293%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-no-sidebar.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-no-sidebar.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:13	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2012%20Sep%202019%2008:28:12%20GMT	https://demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.woff	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.woff	(from https://demo.hasthemes.com/boighor-preview/p2/css/bootstrap.min.css)
15:28:13	62802/62802	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:07%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/shop-list.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/shop-list.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:13	41561/41561	U-----	200	untouched ('')	image/jpeg	etag:%2265a25a096599c2fb0f52270f13caaad9%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-list.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-list.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:13	62937/62937	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:07%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/single-product.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/single-product.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:13	48036/48036	U-----	200	untouched ('')	image/jpeg	etag:%22f623f96d4a0b1d18aaa08a6cf3d5c8b0%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-single.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/shop-single.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:14	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2012%20Sep%202019%2008:28:13%20GMT	https://demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.ttf	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.ttf	(from https://demo.hasthemes.com/boighor-preview/p2/css/bootstrap.min.css)
15:28:14	25016/25016	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:01%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/cart.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/cart.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:14	26921/26921	U-----	200	untouched ('')	image/jpeg	etag:%22e13fde4f67c059433139a651c8fa465a%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/cart.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/cart.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:14	31655/31655	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:01%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/checkout.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/checkout.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:14	32689/32689	U-----	200	untouched ('')	image/jpeg	etag:%22610bb3bbbbb19727ca495eb88668278c%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/checkout.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/checkout.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:14	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2012%20Sep%202019%2008:28:14%20GMT	https://demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.svg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/fonts/glyphicons-halflings-regular.svg	(from https://demo.hasthemes.com/boighor-preview/p2/css/bootstrap.min.css)
15:28:15	21480/21480	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:04%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/my-account.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/my-account.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:15	34410/34410	U-----	200	untouched ('')	image/jpeg	etag:%22484bdb2ab024cde4f883c1f8e1be430f%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/my-account.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/my-account.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:49	23934/23934	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:10%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/wishlist.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/wishlist.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:49	32922/32922	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:00%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/blog.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/blog.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:51	30561/30561	U-----	200	untouched ('')	image/jpeg	etag:%222ebc17e48eec6ccb7bce78892b428710%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/wishlist.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/wishlist.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:28:51	54902/54902	U-----	200	untouched ('')	image/jpeg	etag:%225c4ce4c44b1c0d54a4fbd413f7fd44df%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:24	32972/32972	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:00%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/blog-left-sidebar.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/blog-left-sidebar.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:24	51761/51761	U-----	200	untouched ('')	image/jpeg	etag:%2232141c18329385eb769b8dbf33d39414%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog-left-sidebar.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog-left-sidebar.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:24	27239/27239	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:00%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/blog-no-sidebar.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/blog-no-sidebar.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:24	53817/53817	U-----	200	untouched ('')	image/jpeg	etag:%2260ffdd872b322da2337f7e77273c1d4c%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog-no-sidebar.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog-no-sidebar.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:25	30681/30681	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:48:59%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/blog-details.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/blog-details.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:25	59656/59656	U-----	200	untouched ('')	image/jpeg	etag:%22df63e86a64590fee88e2d6a3f4f0d965%22	https://demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog-deatils.jpg	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/p2/img/boighor-v3/blog-deatils.jpg	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:25	28029/28029	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:05%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/portfolio-three-column.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/portfolio-three-column.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
15:29:25	30538/30538	U-----	200	untouched ('OK')	text/html	date:Thu,%2027%20Jun%202019%2004:49:06%20GMT	https://demo.hasthemes.com/boighor-preview/boighor-v3/portfolio.html	D:/00_HK1_3/LTW/Teamplate/book5/demo.hasthemes.com/boighor-preview/boighor-v3/portfolio.html	(from https://demo.hasthemes.com/boighor-preview/boighor-v3-html-tf.html?fbclid=IwAR13bdq9ngHbCX7YVpR_Z16YDhjByDeA1OtYX2lF3LQFLlBKa6xMMw1x2w8)
